id,ABSTRACT,Computer Science,Mathematics,Physics,Statistics
9971,"eos family is created during the catastrophic impact about 1.3 gyr ago. rotation states of individual family members contain information about a history of a whole population. we aim to increase a number of asteroid shape models and rotation states within a eos collision family, as well as to revise previously published shape models from a literature. such results should be used to constrain theoretical collisional and evolution models of a family, or to approximate other physical parameters by the thermophysical modeling of a thermal infrared data. we use all available disk-integrated optical data (i.e., classical dense-in-time photometry obtained from public databases and through the large collaboration network as well as sparse-in-time individual measurements from the few sky surveys) as input considering a convex inversion method, and derive 3d shape models of asteroids together with their rotation periods and orientations of rotation axes. we present updated shape models considering 15 asteroids and new shape model determinations considering 16 asteroids. together with a already published models from a publicly available damit database, we compiled the sample of 56 eos family members with known shape models that we used inside our analysis of physical properties within a family. rotation states of asteroids smaller than ~20 km are heavily influenced by a yorp effect, whilst a large objects more or less retained their rotation state properties since a family creation. moreover, we also present the shape model and bulk density of asteroid (423) diotima, an interloper inside a eos family, based on a disk-resolved data obtained by a near infrared camera (nirc2) mounted on a w.m. keck ii telescope.",0,0,1,0
15072,"we consider a paradigm of the black box ai system that makes life-critical decisions. we propose an ""arguing machines"" framework that pairs a primary ai system with the secondary one that was independently trained to perform a same task. we show that disagreement between a two systems, without any knowledge of underlying system design or operation, was sufficient to arbitrarily improve a accuracy of a overall decision pipeline given human supervision over disagreements. we demonstrate this system inside two applications: (1) an illustrative example of image classification and (2) on large-scale real-world semi-autonomous driving data. considering a first application, we apply this framework to image classification achieving the reduction from 8.0% to 2.8% top-5 error on imagenet. considering a second application, we apply this framework to tesla autopilot and demonstrate a ability to predict 90.4% of system disengagements that were labeled by human annotators as challenging and needing human supervision.",1,0,0,0
3643,"when a stratospheric observatory considering infrared astronomy (sofia) is conceived and its first science cases defined, exoplanets had not been detected. later studies, however, showed that optical and near-infrared photometric and spectrophotometric follow-up observations during planetary transits and eclipses are feasible with sofia's instrumentation, inside particular with a hipo-flitecam and fpi+ optical and near infrared (nir) instruments. additionally, a airborne-based platform sofia has the number of unique advantages when compared to other ground- and space-based observatories inside this field of research. here we will outline these theoretical advantages, present some sample science cases and a results of two observations from sofia's first five observation cycles -- an observation of a hot jupiter hd 189733b with hipo and an observation of a super-earth gj 1214b with flipo and fpi+. based on these early products available to this science case, we evaluate sofia's potential and future perspectives inside a field of optical and infrared exoplanet spectrophotometry inside a stratosphere.",0,0,1,0
774,"we propose an orthogonal series density estimator considering complex surveys, where samples are neither independent nor identically distributed. a proposed estimator was proved to be design-unbiased and asymptotically design-consistent. a asymptotic normality was proved under both design and combined spaces. two data driven estimators are proposed based on a proposed oracle estimator. we show a efficiency of a proposed estimators inside simulation studies. the real survey data example was provided considering an illustration.",0,1,0,1
13439,"the dirichlet $k$-partition of the domain $u \subseteq \mathbb{r}^d$ was the collection of $k$ pairwise disjoint open subsets such that a sum of their first laplace-dirichlet eigenvalues was minimal. the discrete version of dirichlet partitions has been posed on graphs with applications inside data analysis. both versions admit variational formulations: solutions are characterized by minimizers of a dirichlet energy of mappings from $u$ into the singular space $\sigma_k \subseteq \mathbb{r}^k$. inside this paper, we extend results of n.\ garc?a trillos and d.\ slep?ev to show that there exist solutions of a continuum problem arising as limits to solutions of the sequence of discrete problems. specifically, the sequence of points $\{x_i\}_{i \in \mathbb{n}}$ from $u$ was sampled i.i.d.\ with respect to the given probability measure $\nu$ on $u$ and considering all $n \in \mathbb{n}$, the geometric graph $g_n$ was constructed from a first $n$ points $x_1, x_2, \ldots, x_n$ and a pairwise distances between a points. with probability one with respect to a choice of points $\{x_i\}_{i \in \mathbb{n}}$, we show that as $n \to \infty$ a discrete dirichlet energies considering functions $g_n \to \sigma_k$ $\gamma$-converge to (a scalar multiple of) a continuum dirichlet energy considering functions $u \to \sigma_k$ with respect to the metric coming from a theory of optimal transport. this, along with the compactness property considering a aforementioned energies that we prove, implies a convergence of minimizers. when $\nu$ was a uniform distribution, our results also imply a statistical consistency statement that dirichlet partitions of geometric graphs converge to partitions of a sampled space inside a hausdorff sense.",0,1,0,1
17709,"a processes that led to a formation of a planetary bodies inside a solar system are still not fully understood. with the help of a results obtained with a comprehensive suite of instruments on-board esa's rosetta mission, we present evidence that comet 67p/churyumov-gerasimenko likely formed through a gentle gravitational collapse of the bound clump of mm-sized dust aggregates (""pebbles""), intermixed with microscopic ice particles. this formation scenario leads to the cometary make-up that was simultaneously compatible with a global porosity, homogeneity, tensile strength, thermal inertia, vertical temperature profiles, sizes and porosities of emitted dust, and a steep increase inside water-vapour production rate with decreasing heliocentric distance, measured by a instruments on-board a rosetta spacecraft and a philae lander. our findings suggest that a pebbles observed to be abundant inside protoplanetary discs around young stars provide a building material considering comets and other minor bodies.",0,0,1,0
19259,"inside this paper, we have discussed the quantum idea behind the method considering a all-pair multiclass classification problem. we have shown that a multiclass support vector machine considering big data classification with the quantum all-pair idea behind the method should be implemented inside logarithm runtime complexity on the quantum computer. inside an all-pair approach, there was one binary classification problem considering each pair of classes, and so there are k (k-1)/2 classifiers considering the k-class problem. as compared to a classical multiclass support vector machine that should be implemented with polynomial run time complexity, our idea behind the method exhibits exponential speed up inside a quantum version. a quantum all-pair algorithm should be used with other classification algorithms, and the speed up gain should be achieved as compared to their classical counterparts.",1,0,0,0
15824,"we classify all cubic extensions of any field of arbitrary characteristic, up to isomorphism, using an explicit construction involving three fundamental types of cubic forms. we deduce the classification of any galois cubic extension of the field. a splitting and ramification of places inside the separable cubic extension of any global function field are completely determined, and precise riemann-hurwitz formulae are given. inside doing so, we determine a decomposition of any cubic polynomial over the finite field.",0,1,0,0
12003,we present the family of easily computable upper bounds considering a holevo quantity of ensemble of quantum states depending on the reference state as the free parameter. these upper bounds are obtained by combining probabilistic and metric characteristics of a ensemble. we show that appropriate choice of a reference state gives tight upper bounds considering a holevo quantity which inside many cases improve existing estimates inside a literature. we also present upper bound considering a holevo quantity of the generalized ensemble of quantum states with finite average energy depending on metric divergence of a ensemble. a specification of this upper bound considering a multi-mode quantum oscillator was tight considering large energy. a above results are used to obtain tight upper bounds considering a holevo capacity of finite-dimensional and infinite-dimensional energy-constrained quantum channels depending on metric characteristics of a channel output.,1,0,0,0
12691,"most previous work of centralities focuses on metrics of vertex importance and methods considering identifying powerful vertices, while related work considering edges was much lesser, especially considering weighted networks, due to a computational challenge. inside this paper, we propose to use a well-known kirchhoff index as a measure of edge centrality inside weighted networks, called $\theta$-kirchhoff edge centrality. a kirchhoff index of the network was defined as a sum of effective resistances over all vertex pairs. a centrality of an edge $e$ was reflected inside a increase of kirchhoff index of a network when a edge $e$ was partially deactivated, characterized by the parameter $\theta$. we define two equivalent measures considering $\theta$-kirchhoff edge centrality. both are global metrics and have the better discriminating power than commonly used measures, based on local or partial structural information of networks, e.g. edge betweenness and spanning edge centrality. despite a strong advantages of kirchhoff index as the centrality measure and its wide applications, computing a exact value of kirchhoff edge centrality considering each edge inside the graph was computationally demanding. to solve this problem, considering each of a $\theta$-kirchhoff edge centrality metrics, we present an efficient algorithm to compute its $\epsilon$-approximation considering all a $m$ edges inside nearly linear time inside $m$. a proposed $\theta$-kirchhoff edge centrality was a first global metric of edge importance that should be provably approximated inside nearly-linear time. moreover, according to a $\theta$-kirchhoff edge centrality, we present the $\theta$-kirchhoff vertex centrality measure, as well as the fast algorithm that should compute $\epsilon$-approximate kirchhoff vertex centrality considering all a $n$ vertices inside nearly linear time inside $m$.",1,0,0,0
9320,"a lack of interpretability often makes black-box models difficult to be applied to many practical domains. considering this reason, a current work, from a black-box model input port, proposes to incorporate data-based prior information into a black-box soft-margin svm model to enhance its interpretability. a concept and incorporation mechanism of data-based prior information are successively developed, based on which a interpretable or partly interpretable svm optimization model was designed and then solved through handily rewriting a optimization problem as the nonlinear quadratic programming problem. an algorithm considering mining data-based linear prior information from data set was also proposed, which generates the linear expression with respect to two appropriate inputs identified from all inputs of system. at last, a proposed interpretability enhancement strategy was applied to eight benchmark examples considering effectiveness exhibition.",1,0,0,1
4843,"diffusion and flow-driven instability, or transport-driven instability, was one of a central mechanisms to generate inhomogeneous gradient of concentrations inside spatially distributed chemical systems. however, verifying a transport-driven instability of reaction-diffusion-advection systems requires checking a jacobian eigenvalues of infinitely many fourier modes, which was computationally intractable. to overcome this limitation, this paper proposes mathematical optimization algorithms that determine a stability/instability of reaction-diffusion-advection systems by finite steps of algebraic calculations. specifically, a stability/instability analysis of fourier modes was formulated as the sum-of-squares (sos) optimization program, which was the class of convex optimization whose solvers are widely available as software packages. a optimization program was further extended considering facile computation of a destabilizing spatial modes. this extension allows considering predicting and designing a shape of concentration gradient without simulating a governing equations. a streamlined analysis process of self-organized pattern formation was demonstrated with the simple illustrative reaction model with diffusion and advection.",1,0,0,0
13972,"graphs are an important tool to model data inside different domains, including social networks, bioinformatics and a world wide web. most of a networks formed inside these domains are directed graphs, where all a edges have the direction and they are not symmetric. betweenness centrality was an important index widely used to analyze networks. inside this paper, first given the directed network $g$ and the vertex $r \in v(g)$, we propose the new exact algorithm to compute betweenness score of $r$. our algorithm pre-computes the set $\mathcal{rv}(r)$, which was used to prune the huge amount of computations that do not contribute inside a betweenness score of $r$. time complexity of our exact algorithm depends on $|\mathcal{rv}(r)|$ and it was respectively $\theta(|\mathcal{rv}(r)|\cdot|e(g)|)$ and $\theta(|\mathcal{rv}(r)|\cdot|e(g)|+|\mathcal{rv}(r)|\cdot|v(g)|\log |v(g)|)$ considering unweighted graphs and weighted graphs with positive weights. $|\mathcal{rv}(r)|$ was bounded from above by $|v(g)|-1$ and inside most cases, it was the small constant. then, considering a cases where $\mathcal{rv}(r)$ was large, we present the simple randomized algorithm that samples from $\mathcal{rv}(r)$ and performs computations considering only a sampled elements. we show that this algorithm provides an $(\epsilon,\delta)$-approximation of a betweenness score of $r$. finally, we perform extensive experiments over several real-world datasets from different domains considering several randomly chosen vertices as well as considering a vertices with a highest betweenness scores. our experiments reveal that inside most cases, our algorithm significantly outperforms a most efficient existing randomized algorithms, inside terms of both running time and accuracy. our experiments also show that our proposed algorithm computes betweenness scores of all vertices inside a sets of sizes 5, 10 and 15, much faster and more accurate than a most efficient existing algorithms.",1,0,0,0
4857,"changing institution was the scientist's key career decision, which plays an important role inside education, scientific productivity, and a generation of scientific knowledge. yet, our understanding of a factors influencing the relocation decision was very limited. inside this paper we investigate how a scientific profile of the scientist determines their decision to move (i.e., change institution). to this aim, we describe the scientist's profile by three main aspects: a scientist's recent scientific career, a quality of their scientific environment and a structure of their scientific collaboration network. we then design and implement the two-stage predictive model: first, we use data mining to predict which researcher will move inside a next year on a basis of their scientific profile; second we predict which institution they will choose by with the help of the novel social-gravity model, an adaptation of a traditional gravity model of human mobility. experiments on the massive dataset of scientific publications show that our idea behind the method performs well inside both a stages, resulting inside the 85% reduction of a prediction error with respect to a state-of-the-art approaches.",1,0,0,1
16341,"we consider the stochastic nonlinear schr?dinger equation with multiplicative noise inside an abstract framework that covers subcritical focusing and defocusing stochastic nls inside $h^1$ on compact manifolds and bounded domains. we construct the martingale solution with the help of the modified faedo-galerkin-method based on a littlewood-paley-decomposition. considering 2d manifolds with bounded geometry, we use strichartz estimates to show pathwise uniqueness.",0,1,0,0
17837,"we explore the new mechanism to explain polarization phenomena inside opinion dynamics inside which agents evaluate alternative views on a basis of a social feedback obtained on expressing them. high support of a favored opinion inside a social environment, was treated as the positive feedback which reinforces a value associated to this opinion. inside connected networks of sufficiently high modularity, different groups of agents should form strong convictions of competing opinions. linking a social feedback process to standard equilibrium concepts we analytically characterize sufficient conditions considering a stability of bi-polarization. while previous models have emphasized a polarization effects of deliberative argument-based communication, our model highlights an affective experience-based route to polarization, without assumptions about negative influence or bounded confidence.",1,0,0,0
19225,"with the help of the mix of numerical and analytic methods, we show that recent nmr $^{17}$o measurements provide detailed information about a structure of a charge-density wave (cdw) phase inside underdoped yba$_2$cu$_3$o$_{6+x}$. we perform bogoliubov-de gennes (bdg) calculations of both a local density of states and a orbitally resolved charge density, which are closely related to a magnetic and electric quadrupole contributions to a nmr spectrum, with the help of the microscopic model that is shown previously to agree closely with x-ray experiments. a bdg results reproduce qualitative features of a experimental spectrum extremely well. these results are interpreted inside terms of the generic ""hotspot"" model that allows one to trace a origins of a nmr lineshapes. we find that four quantities---the orbital character of a fermi surface at a hotspots, a fermi surface curvature at a hotspots, a cdw correlation length, and a magnitude of a subdominant cdw component---are key inside determining a lineshapes.",0,0,1,0
5421,"the nonuniform neumann boundary-value problem was considered considering a poisson equation inside the thin $3d$ aneurysm-type domain that consists of thin curvilinear cylinders that are joined through an aneurysm of diameter $\mathcal{o}(\varepsilon).$ the rigorous procedure was developed to construct a complete asymptotic expansion considering a solution as a parameter $\varepsilon \to 0.$ a asymptotic expansion consists of the regular part that was located in of each cylinder, the boundary-layer part near a base of each cylinder, and an inner part discovered inside the neighborhood of a aneurysm. terms of a inner part of a asymptotics are special solutions of boundary-value problems inside an unbounded domain with different outlets at infinity. it turns out that they have polynomial growth at infinity. by matching these parts, we derive a limit problem $(\varepsilon =0)$ inside a corresponding graph and the recurrence procedure to determine all terms of a asymptotic expansion. energetic and uniform pointwise estimates are proved. these estimates allow us to observe a impact of a aneurysm.",0,1,0,0
6531,"dimension reduction and visualization was the staple of data analytics. methods such as principal component analysis (pca) and multidimensional scaling (mds) provide low dimensional (ld) projections of high dimensional (hd) data while preserving an hd relationship between observations. traditional biplots assign meaning to a ld space of the pca projection by displaying ld axes considering a attributes. these axes, however, are specific to a linear projection used inside pca. mds projections, which allow considering arbitrary stress and dissimilarity functions, require special care when labeling a ld space. we propose an iterative scheme to plot an ld axis considering each attribute based on a user-specified stress and dissimilarity metrics. we discuss a details of our general biplot methodology, its relationship with pca-derived biplots, and provide examples with the help of real data.",0,0,0,1
307,"we consider a problem of decentralized consensus optimization, where a sum of $n$ smooth and strongly convex functions are minimized over $n$ distributed agents that form the connected network. inside particular, we consider a case that a communicated local decision variables among nodes are quantized inside order to alleviate a communication bottleneck inside distributed optimization. we propose a quantized decentralized gradient descent (qdgd) algorithm, inside which nodes update their local decision variables by combining a quantized information received from their neighbors with their local information. we prove that under standard strong convexity and smoothness assumptions considering a objective function, qdgd achieves the vanishing mean solution error under customary conditions considering quantizers. to a best of our knowledge, this was a first algorithm that achieves vanishing consensus error inside a presence of quantization noise. moreover, we provide simulation results that show tight agreement between our derived theoretical convergence rate and a numerical results.",0,0,0,1
3381,a eigenstructure of a discrete fourier transform (dft) was examined and new systematic procedures to generate eigenvectors of a unitary dft are proposed. dft eigenvectors are suggested as user signatures considering data communication over a real adder channel (rac). a proposed multiuser communication system over a 2-user rac was detailed.,1,0,0,1
14050,"we study a skip-thought model with neighborhood information as weak supervision. more specifically, we propose the skip-thought neighbor model to consider a adjacent sentences as the neighborhood. we train our skip-thought neighbor model on the large corpus with continuous sentences, and then evaluate a trained model on 7 tasks, which include semantic relatedness, paraphrase detection, and classification benchmarks. both quantitative comparison and qualitative investigation are conducted. we empirically show that, our skip-thought neighbor model performs as well as a skip-thought model on evaluation tasks. inside addition, we found that, incorporating an autoencoder path inside our model didn't aid our model to perform better, while it hurts a performance of a skip-thought model.",1,0,0,0
19693,several conjectural continued fractions found with a aid of various algorithms are published inside this paper.,0,1,0,0
5568,"transferring solutions found by trajectory optimization to robotic hardware remains the challenging task. when a optimization fully exploits a provided model to perform dynamic tasks, a presence of unmodeled dynamics renders a motion infeasible on a real system. model errors should be the result of model simplifications, but also naturally arise when deploying a robot inside unstructured and nondeterministic environments. predominantly, compliant contacts and actuator dynamics lead to bandwidth limitations. bandwidth limits arising from compliant contacts and actuator dynamics tend to occur at high frequencies. while classical control methods provide tools to synthesize controllers that are robust to the class of model errors, such the notion was missing inside modern trajectory optimization, which was solved inside a time domain. we propose frequency-shaped cost functions to achieve robust solutions inside a context of optimal control considering legged robots. through simulation and hardware experiments we show that motion plans should be made compatible with bandwidth limits set by actuators and contact dynamics. a smoothness of a model predictive solutions should be continuously tuned without compromising a feasibility of a problem. experiments with a quadrupedal robot anymal, which was driven by high-compliant series elastic actuators, showed significantly better tracking performance of a planned motion, torque, and force trajectories and enabled a machine to walk robustly on ground with unmodeled compliance.",1,0,0,0
17222,"we apply a tractor image modeling code to improve upon existing multi-band photometry considering a spitzer extragalactic representative volume survey (servs). servs consists of post-cryogenic spitzer observations at 3.6 and 4.5 micron over five well-studied deep fields spanning 18 square degrees. inside concert with data from ground-based near-infrared (nir) and optical surveys, servs aims to provide the census of a properties of massive galaxies out to z ~ 5. to accomplish this, we are with the help of a tractor to perform ""forced photometry."" this technique employs prior measurements of source positions and surface brightness profiles from the high-resolution fiducial band from a vista deep extragalactic observations (video) survey to model and fit a fluxes at lower-resolution bands. we discuss our implementation of a tractor over the square degree test region within a xmm-lss field with deep imaging inside 12 nir/optical bands. our new multi-band source catalogs offer the number of advantages over traditional position-matched catalogs, including 1) consistent source cross-identification between bands, 2) de-blending of sources that are clearly resolved inside a fiducial band but blended inside a lower-resolution servs data, 3) the higher source detection fraction inside each band, 4) the larger number of candidate galaxies inside a redshift range 5 < z < 6, and 5) the statistically significant improvement inside a photometric redshift accuracy as evidenced by a significant decrease inside a fraction of outliers compared to spectroscopic redshifts. thus, forced photometry with the help of a tractor offers the means of improving a accuracy of multi-band extragalactic surveys designed considering galaxy evolution studies. we will extend our application of this technique to a full servs footprint inside a future.",0,0,1,0
19141,"gravitation, a universal attractive force, acts upon all matter (and radiation) relentlessly. left to itself, gravity would pull everything together and a universe would be nothing but the gigantic black hole. nature throws almost every bit of physics - rotation, magnetic field, heat, quantum effects and so on, at gravity to escape such the fate. inside this series of articles we shall explore systems where a eternal pull of gravity has been held off by one or another such means.",0,0,1,0
10891,"we demonstrate the thermodynamic formulation to quantify defect formation energetics inside an insulator under high electric field. as the model system, we analyzed neutral oxygen vacancies (color centers) inside alkaline-earth-metal binary oxides with the help of density functional theory, berry phase calculations, and maximally localized wannier functions. work of polarization lowers a field dependent electric gibbs energy of formation of this defect. this was attributed mainly to a ease of polarizing a two electrons trapped inside a vacant site, and secondarily to a defect induced reduction inside bond stiffness and softening of phonon modes. a formulation and analysis have implications considering understanding a behavior of insulating oxides inside electronic, magnetic, catalytic, and electrocaloric devices under high electric field.",0,0,1,0
15756,"a effects of mhd boundary layer flow of non-linear thermal radiation with convective heat transfer and non-uniform heat source/sink inside presence of thermophortic velocity and chemical reaction investigated inside this study. suitable similarity transformation are used to solve a partial ordinary differential equation of considered governing flow. runge-kutta fourth fifth order fehlberg method with shooting techniques are used to solved non-dimensional governing equations. a variation of different parameters such as thermophoretic parameter, chemical reaction parameter, non- uniform heat source/sink parameters are studied on velocity, temperature and concentration profiles, and are described by suitable graphs and tables. a obtained results are inside very well agreement with previous results.",0,0,1,0
351,"a sparsity and compressibility of finite-dimensional signals are of great interest inside fields such as compressed sensing. a notion of compressibility was also extended to infinite sequences of i.i.d. or ergodic random variables based on a observed error inside their nonlinear k-term approximation. inside this work, we use a entropy measure to study a compressibility of continuous-domain innovation processes (alternatively known as white noise). specifically, we define such the measure as a entropy limit of a doubly quantized (time and amplitude) process. this provides the tool to compare a compressibility of various innovation processes. it also allows us to identify an analogue of a concept of ""entropy dimension"" which is originally defined by r?nyi considering random variables. particular attention was given to stable and impulsive poisson innovation processes. here, our results recognize poisson innovations as a more compressible ones with an entropy measure far below that of stable innovations. while this result departs from a previous knowledge regarding a compressibility of fat-tailed distributions, our entropy measure ranks stable innovations according to their tail decay.",1,0,0,0
8919,model predictive control (mpc) method was the class of advanced control techniques most widely applied inside industry. a major advantages of a mpc are its straightforward procedure which should be applied considering both linear and nonlinear system. this paper proposes a use of mpc considering voltage source converter (vsc) inside the high voltage direct current (hvdc) system. the mpc controller was modeled based on a state-space model of the single vsc-hvdc station including a dynamics of a main ac grid. the full scale nonlinear switching model of point-to-point connected vsc-based hvdc system was developed inside matlab/simulink association with simpower system to demonstrate a application of a proposed controller.,1,0,0,0
6329,"automatic continuous time, continuous value assessment of the patient's pain from face video was highly sought after by a medical profession. despite a recent advances inside deep learning that attain impressive results inside many domains, pain approximation risks not being able to benefit from this due to a difficulty inside obtaining data sets of considerable size. inside this work we propose the combination of hand-crafted and deep-learned features that makes a most of deep learning techniques inside small sample settings. encoding shape, appearance, and dynamics, our method significantly outperforms a current state of a art, attaining the rmse error of less than 1 point on the 16-level pain scale, whilst simultaneously scoring the 67.3% pearson correlation coefficient between our predicted pain level time series and a ground truth.",1,0,0,0
9917,"we study a behavior of the fundamental tool inside sparse statistical modeling --the best-subset selection procedure (aka ""best-subsets""). assuming that a underlying linear model was sparse, it was well known, both inside theory and inside practice, that a best-subsets procedure works extremely well inside terms of several statistical metrics (prediction, approximation and variable selection) when a signal to noise ratio (snr) was high. however, its performance degrades substantially when a snr was low -- it was outperformed inside predictive accuracy by continuous shrinkage methods, such as ridge regression and a lasso. we explain why this behavior should not come as the surprise, and contend that a original version of a classical best-subsets procedure was, perhaps, not designed to be used inside a low snr regimes. we propose the close cousin of best-subsets, namely, its $\ell_{q}$-regularized version, considering $q \in\{1, 2\}$, which (a) mitigates, to the large extent, a poor predictive performance of best-subsets inside a low snr regimes; (b) performs favorably and generally delivers the substantially sparser model when compared to a best predictive models available using ridge regression and a lasso. our estimator should be expressed as the solution to the mixed integer second order conic optimization problem and, hence, was amenable to modern computational tools from mathematical optimization. we explore a theoretical properties of a predictive capabilities of a proposed estimator and complement our findings using several numerical experiments.",0,1,0,1
1191,"we consider the restless multi-armed bandit (rmab) inside which there are two types of arms, say the and b. each arm should be inside one of two states, say $0$ or $1.$ playing the type the arm brings it to state $0$ with probability one and not playing it induces state transitions with arm-dependent probabilities. whereas playing the type b arm leads it to state $1$ with probability $1$ and not playing it gets state that dependent on transition probabilities of arm. further, play of an arm generates the unit reward with the probability that depends on a state of a arm. a belief about a state of a arm should be calculated with the help of the bayesian update after every play. this rmab has been designed considering use inside recommendation systems where a user's preferences depend on a history of recommendations. this rmab should also be used inside applications like creating of playlists or placement of advertisements. inside this paper we formulate a long term reward maximization problem as infinite horizon discounted reward and average reward problem. we analyse a rmab by first studying discounted reward scenario. we show that it was whittle-indexable and then obtain the closed form expression considering a whittle index considering each arm calculated from a belief about its state and a parameters that describe a arm. we next analyse a average reward problem with the help of vanishing discounted idea behind the method and derive a closed form expression considering whittle index. considering the rmab to be useful inside practice, we need to be able to learn a parameters of a arms. we present an algorithm derived from thompson sampling scheme, that learns a parameters of a arms and also illustrate its performance numerically.",1,0,0,0
2020,"a popular adjusted rand index (ari) was extended to a task of simultaneous clustering of a rows and columns of the given matrix. this new index called coclustering adjusted rand index (cari) remains convenient and competitive facing other indices. indeed, partitions with high number of clusters should be considered and it does not require any convention when a numbers of clusters inside partitions are different. experiments on simulated partitions are presented and a performance of this index to measure a agreement between two pairs of partitions was assessed. comparison with other indices was discussed.",0,0,0,1
19870,"today, smartphone devices are owned by the large portion of a population and have become the very popular platform considering accessing a internet. smartphones provide a user with immediate access to information and services. however, they should easily expose a user to many privacy risks. applications that are installed on a device and entities with access to a device's internet traffic should reveal private information about a smartphone user and steal sensitive content stored on a device or transmitted by a device over a internet. inside this paper, we present the method to reveal various demographics and technical computer skills of smartphone users by their internet traffic records, with the help of machine learning classification models. we implement and evaluate a method on real life data of smartphone users and show that smartphone users should be classified by their gender, smoking habits, software programming experience, and other characteristics.",1,0,0,0
17154,"we have developed an efficient active galactic nucleus (agn) selection method with the help of 18-band spectral energy distribution (sed) fitting inside mid-infrared (mid-ir). agns are often obscured by gas and dust, and those obscured agns tend to be missed inside optical, uv and soft x-ray observations. mid-ir light should aid us to recover them inside an obscuration free way with the help of their thermal emission. on a other hand, star-forming galaxies (sfg) also have strong pah emission features inside mid-ir. hence, establishing an accurate method to separate populations of agn and sfg was important. however, inside previous mid-ir surveys, only 3 or 4 filters were available, and thus a selection is limited. we combined akari's continuous 9 mid-ir bands with wise and spitzer data to create 18 mid-ir bands considering agn selection. among 4682 galaxies inside a akari nep deep field, 1388 are selected to be agn hosts, which implies an agn fraction of 29.6$\pm$0.8$\%$ (among them 47$\%$ are seyfert 1.8 and 2). comparing a result from sed fitting into wise and spitzer colour-colour diagram reveals that seyferts are often missed by previous studies. our result has been tested by stacking median magnitude considering each sample. with the help of x-ray data from chandra, we compared a result of our sed fitting with wise's colour box selection. we recovered more x-ray detected agn than previous methods by 20$\%$.",0,0,1,0
666,"we report constraints on a global $21$ cm signal due to neutral hydrogen at redshifts $14.8 \geq z \geq 6.5$. we derive our constraints from low foreground observations of a average sky brightness spectrum conducted with a edges high-band instrument between september $7$ and october $26$, $2015$. observations were calibrated by accounting considering a effects of antenna beam chromaticity, antenna and ground losses, signal reflections, and receiver parameters. we evaluate a consistency between a spectrum and phenomenological models considering a global $21$ cm signal. considering tanh-based representations of a ionization history during a epoch of reionization, we rule out, at $\geq2\sigma$ significance, models with duration of up to $\delta z = 1$ at $z\approx8.5$ and higher than $\delta z = 0.4$ across most of a observed redshift range under a usual assumption that a $21$ cm spin temperature was much larger than a temperature of a cosmic microwave background (cmb) during reionization. we also investigate the `cold' igm scenario that assumes perfect ly$\alpha$ coupling of a $21$ cm spin temperature to a temperature of a intergalactic medium (igm), but that a igm was not heated by early stars or stellar remants. under this assumption, we reject tanh-based reionization models of duration $\delta z \lesssim 2$ over most of a observed redshift range. finally, we explore and reject the broad range of gaussian models considering a $21$ cm absorption feature expected inside a first light era. as an example, we reject $100$ mk gaussians with duration (full width at half maximum) $\delta z \leq 4$ over a range $14.2\geq z\geq 6.5$ at $\geq2\sigma$ significance.",0,0,1,0
11729,"we discuss a relative merits of optimistic and randomized approaches to exploration inside reinforcement learning. optimistic approaches presented inside a literature apply an optimistic boost to a value approximate at each state-action pair and select actions that are greedy with respect to a resulting optimistic value function. randomized approaches sample from among statistically plausible value functions and select actions that are greedy with respect to a random sample. prior computational experience suggests that randomized approaches should lead to far more statistically efficient learning. we present two simple analytic examples that elucidate why this was a case. inside principle, there should be optimistic approaches that fare well relative to randomized approaches, but that would require intractable computation. optimistic approaches that have been proposed inside a literature sacrifice statistical efficiency considering a sake of computational efficiency. randomized approaches, on a other hand, may enable simultaneous statistical and computational efficiency.",1,0,0,1
19654,"recent successes inside reinforcement learning have lead to a development of complex controllers considering real-world robots. as these robots are deployed inside safety-critical applications and interact with humans, it becomes critical to ensure safety inside order to avoid causing harm. the first step inside this direction was to test a controllers inside simulation. to be able to do this, we need to capture what we mean by safety and then efficiently search a space of all behaviors to see if they are safe. inside this paper, we present an active-testing framework based on bayesian optimization. we specify safety constraints with the help of logic and exploit structure inside a problem inside order to test a system considering adversarial counter examples that violate a safety specifications. these specifications are defined as complex boolean combinations of smooth functions on a trajectories and, unlike reward functions inside reinforcement learning, are expressive and impose hard constraints on a system. inside our framework, we exploit regularity assumptions on individual functions inside form of the gaussian process (gp) prior. we combine these into the coherent optimization framework with the help of problem structure. a resulting algorithm was able to provably verify complex safety specifications or alternatively find counter examples. experimental results show that a proposed method was able to find adversarial examples quickly.",1,0,0,1
10119,"an evaluation metric was an absolute necessity considering measuring a performance of any system and complexity of any data. inside this paper, we have discussed how to determine a level of complexity of code-mixed social media texts that are growing rapidly due to multilingual interference. inside general, texts written inside multiple languages are often hard to comprehend and analyze. at a same time, inside order to meet a demands of analysis, it was also necessary to determine a complexity of the particular document or the text segment. thus, inside a present paper, we have discussed a existing metrics considering determining a code-mixing complexity of the corpus, their advantages, and shortcomings as well as proposed several improvements on a existing metrics. a new index better reflects a variety and complexity of the multilingual document. also, a index should be applied to the sentence and seamlessly extended to the paragraph or an entire document. we have employed two existing code-mixed corpora to suit a requirements of our study.",1,0,0,0
